Name,gas capacity,coal plant capacity,bioenergy plant capacity,coal mine capacity,steel plant capacity,ID,Entity Type,Legal Entity Type,PubliclyListed,Country
Guangdong Zhongyue Environmental Protection Technology,0.0,0.0,3420.0,0.0,0.0,E100000130098,legal entity,Co Ltd,,China
Guangdong Zhuhai Jinwan Power,0.0,41040.912000000004,0.0,0.0,0.0,E100000121757,legal entity,Co Ltd,,China
Guangdongdatanginternationalchaozhoupower,0.0,26300.0,0.0,0.0,0.0,E100000121750,legal entity,Co Ltd,,China
Guangfo (Fogang) Industrial Park Hi Tech Investment Development,19375.199999999997,0.0,0.0,0.0,0.0,E100000123354,legal entity,Co Ltd,,
Guanghui Energy,0.0,120.0,0.0,0.0,0.0,E100000124679,legal entity,Co Ltd,True,China
Guanglian (Nanning) Investment,0.0,0.058529927609999984,0.0,0.0,0.0,E100000125395,legal entity,Co Ltd,,China
Guangrao Hengtai Operation Management,0.0,5616.0,0.0,0.0,0.0,E100000123766,legal entity,Co Ltd,,
Guangrao Shenghui Holding,0.0,5616.0,0.0,0.0,0.0,E100000123767,legal entity,Co Ltd,,
Guangshui Huaxin Smelt Industry,0.0,0.0,0.0,0.0,46055.130000000005,E100000127295,legal entity,Co Ltd,,China
Guangxi BG New Materials,0.0,0.0,0.0,0.0,340000.0,E100000126649,legal entity,Co Ltd,,China
Guangxi Baise Development Investment Group,0.0,241.02612449999998,0.0,0.0,0.0,E100000123891,legal entity,Co Ltd,,China
Guangxi Baise Experimental Zone Development Group,0.0,241.02612449999998,0.0,0.0,0.0,E100000124641,legal entity,Co Ltd,,China
Guangxi Baise Industrial Investment Development Group,0.0,4204.27372695,0.0,0.0,0.0,E100000123528,legal entity,Co Ltd,,China
Guangxi Baise Urban Construction Investment Development Group,0.0,241.02612449999998,0.0,0.0,0.0,E100000125108,legal entity,Co Ltd,,
Guangxi Baise Xindong Urbanization Development Fund Management,0.0,241.02612449999998,0.0,0.0,0.0,E100000125109,legal entity,Co Ltd,,China
Guangxi Beibu Gulf International Port Group,0.0,0.0,0.0,0.0,840000.0,E100000127970,legal entity,Co Ltd,,China
Guangxi Bose Yinhai Power Generation,0.0,592.4293650000001,0.0,0.0,0.0,E100000121822,legal entity,Co Ltd,,China
Guangxi Changheng Investment,0.0,0.0,0.0,0.0,435.0,E100000127972,legal entity,Co Ltd,,
Guangxi Chiji Iron and Steel,36000.0,0.0,0.0,0.0,0.0,E100000123159,legal entity,Co Ltd,,China
Guangxi Country Investment Group,0.0,0.0,2040.0,0.0,0.0,E100000129984,legal entity,Co Ltd,,China
Guangxi Debao Baikuang Power Generation,0.0,1915.5216135,0.0,0.0,0.0,E100000121821,legal entity,Co Ltd,,
Guangxi Deyuan Metallurgy,0.0,0.0,0.0,0.0,435.0,E100000126407,legal entity,Co Ltd,,China
Guangxi East Asia Funan Sugar Refinery,0.0,0.0,45.0,0.0,0.0,E100000129783,legal entity,Co Ltd,,China
Guangxi Energy Group,0.0,66967.73599999999,0.0,0.0,0.0,E100000123616,legal entity,Co Ltd,,China
Guangxi Fudi Financial Investment Group,0.0,241.02612449999998,0.0,0.0,0.0,E100000124642,legal entity,Co Ltd,,China
Guangxi Funan East Asia Sugar,0.0,0.0,180.0,0.0,0.0,E100000129782,legal entity,Co Ltd,,China
Guangxi GCL China-Malaysia Distributed Energy,11940.0,0.0,0.0,0.0,0.0,E100000003140,legal entity,Co Ltd,,
Guangxi Guangtou New Energy Industry Development Fund Partnership,0.0,66967.73599999999,0.0,0.0,0.0,E100000124643,legal entity,LP,,China
Guangxi Guigang Iron and Steel Group,172.0,0.0,0.0,0.0,6536.0,E100000123225,legal entity,Co Ltd,,China
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel,0.0,0.0,0.0,0.0,2064.0,E100000126170,legal entity,Co Ltd,,China
Guangxi Guiguan Electric Power,0.0,151000.0,0.0,0.0,0.0,E100000000195,legal entity,Co Ltd,True,China
Guangxi Guixin Steel Group,0.0,0.0,0.0,0.0,200000.0,E100000127358,legal entity,Co Ltd,,China
Guangxi Guoneng Energy Sales,0.0,32026.399999999998,0.0,0.0,0.0,E100000123896,legal entity,Co Ltd,,China
Guangxi Hezhou Kexinda Metal Products,0.0,0.0,0.0,0.0,115000.0,E100000127052,legal entity,Co Ltd,,China
Guangxi Hualei New Material,0.0,241.02612449999998,0.0,0.0,0.0,E100000121829,legal entity,Co Ltd,,China
Guangxi Investment Group,0.0,85281.72356345,0.0,0.0,0.0,E100000124219,legal entity,Co Ltd,,China
Guangxi Investment Group Laibin Generation,0.0,9688.8,0.0,0.0,0.0,E100000121838,legal entity,Co Ltd,,China
Guangxi Investment Group Yinhai Alumimium,0.0,313.98756345000004,0.0,0.0,0.0,E100000124161,legal entity,Co Ltd,,China
Guangxi Iron and Steel Group,34868.700000000004,0.0,0.0,0.0,382872.0,E100000123161,legal entity,Co Ltd,,China
Guangxi Jianhui Paper,0.0,5382.4,0.0,0.0,0.0,E100000123898,legal entity,Co Ltd,,
Guangxi Jingui Pulp & Paper,0.0,29289.0,0.0,0.0,0.0,E100000121836,legal entity,Co Ltd,,China
Guangxi Jinmeng Manganese Industry,0.0,3810.0,0.0,0.0,0.0,E100000124148,legal entity,Co Ltd,,China
Guangxi Laibin Yajule Energy Saving and Environmental Protection Technology,0.0,120.0,0.0,0.0,0.0,E100000121857,legal entity,Co Ltd,,China
Guangxi Liugang Zhongjin Stainless Steel,0.0,0.0,0.0,0.0,120000.0,E100000126562,legal entity,Co Ltd,,China
Guangxi Liuzhou Iron and Steel Group,48368.700000000004,0.0,0.0,0.0,95718.0,E100000123903,legal entity,Co Ltd,,China
Guangxi Longzhou Yishuo Investment Management,0.0,0.0,0.0,0.0,0.0,E100000127974,legal entity,Co Ltd,,China
Guangxi Longzhou Zhongheng Wanhua Industrial,0.0,0.0,0.0,0.0,0.0,E100000126255,legal entity,Co Ltd,,China
Guangxi Pingguo City Construction Investment,0.0,241.02612449999998,0.0,0.0,0.0,E100000123893,legal entity,Co Ltd,,China
Guangxi Qinzhou Linhai Industrial Investment Group,0.0,13200.0,0.0,0.0,0.0,E100000123617,legal entity,Co Ltd,,China
Guangxi Qiquan Energy Technology,0.0,0.0,12000.0,0.0,0.0,E100000129784,legal entity,Co Ltd,,China
Guangxi Rural Investment Group Power Generation,0.0,0.0,2040.0,0.0,0.0,E100000129785,legal entity,Co Ltd,,China
Guangxi Shenglong Metallurgical,65500.0,0.0,0.0,0.0,1738300.0,E100000123226,legal entity,Co Ltd,,China
Guangxi Shidai Lithium Battery Material Technology,0.0,5998.2,0.0,0.0,0.0,E100000124155,legal entity,Co Ltd,,
Guangxi Sidatong Mining,0.0,3810.0,0.0,0.0,0.0,E100000124644,legal entity,Co Ltd,,China
Guangxi Suyuan Investment,0.0,313.98756345000004,0.0,0.0,0.0,E100000124162,legal entity,Co Ltd,,China
Guangxi Tiandong Jinsheng Chemical,0.0,3945.7373400000006,0.0,0.0,0.0,E100000121849,legal entity,Co Ltd,,China
Guangxi Times Lithium New Materials Industry Development Fund Partnership,0.0,5998.2,0.0,0.0,0.0,E100000124640,legal entity,LP,,China
Guangxi Wuzhou Jianhui Thermal Power,0.0,5382.4,0.0,0.0,0.0,E100000121848,legal entity,Co Ltd,,
Guangxi Wuzhou Jinhai Stainless Steel,0.0,0.0,0.0,0.0,150000.0,E100000127026,legal entity,Co Ltd,,China
Guangxi Xianhe Energy Development,0.0,15000.0,0.0,0.0,0.0,E100000121831,legal entity,Co Ltd,,China
Guangxi Xianhe New Material,0.0,15000.0,0.0,0.0,0.0,E100000123889,legal entity,Co Ltd,,China
Guangxi Xinfa Aluminum Power,0.0,6847.98756345,0.0,0.0,0.0,E100000121837,legal entity,Co Ltd,,China
Guangxi Xingui Steel Group,0.0,0.0,0.0,0.0,78000.0,E100000128020,legal entity,Co Ltd,,
Guangxi Xintianchen Energy Investment,0.0,0.0,1200.0,0.0,0.0,E100000129867,legal entity,Co Ltd,,
Guangxi Yingtongtong Investment,0.0,0.0,0.0,0.0,39.19957131087361,E100000128899,legal entity,Co Ltd,,China
Guangxi Yulin Haofeng Industrial Management,0.0,167.50400000000002,0.0,0.0,0.0,E100000121856,legal entity,Co Ltd,,
Guangxi Zhongma Qinzhou Industrial Park Investment Holding Group,11940.0,0.0,0.0,0.0,0.0,E100000001501,legal entity,Co Ltd,,
Guangxi Zhuang Autonomous Region Baise Electric Power,0.0,167.52679999999998,0.0,0.0,0.0,E100000123895,legal entity,Co Ltd,,China
Guangzhou China Resources Thermal Power,0.0,60000.0,0.0,0.0,0.0,E100000121765,legal entity,Co Ltd,,China
Guangzhou China Resources Zhujiang Thermal Power,22400.0,0.0,0.0,0.0,0.0,E100000003141,legal entity,Co Ltd,,
Guangzhou Daxuecheng Investment Operation Management,3214.8,0.0,0.0,0.0,0.0,E100000124633,legal entity,Co Ltd,,China
Guangzhou Development Group,137144.0,318881.456,0.0,0.0,0.0,E100000001502,legal entity,Inc,True,China
Guangzhou Development Power Investment,137144.0,254881.456,0.0,0.0,0.0,E100000123361,legal entity,Co Ltd,,China
Guangzhou Development Power Technology,92000.0,0.0,0.0,0.0,0.0,E100000003142,legal entity,Co Ltd,,
Guangzhou Economic Technology Development Zone Industrial Development General,54703.2,0.0,0.0,0.0,0.0,E100000000196,legal entity,Co,,China
"Guangzhou Economic and Technological Development Zone, Guangzhou High-tech Industrial Development Zone, Guangzhou Export Processing Zone, Guangzhou Free Trade Zone Management Committee",54703.2,0.0,0.0,0.0,0.0,E100000125570,state body,,,
Guangzhou Guoye Investment Consulting,0.0,30000.0,0.0,0.0,0.0,E100000123936,legal entity,Co Ltd,,China
Guangzhou Hengyun East Natural Gas Thermal Power,92000.0,0.0,0.0,0.0,0.0,E100000003143,legal entity,Co Ltd,,
Guangzhou Hengyun Enterprises Holdings,92000.0,108000.0,0.0,0.0,0.0,E100000000197,legal entity,Ltd,True,China
Guangzhou Hengyun Thermoelectricity (D) Plant,0.0,66000.0,0.0,0.0,0.0,E100000121774,legal entity,Co Ltd,,China
Guangzhou Huiyin Energy Partnership (Limited Partnership),2815.2,0.0,0.0,0.0,0.0,E100000001503,legal entity,,,
Guangzhou Jingxin Technology,0.0,146088.0,0.0,0.0,0.0,E100000124622,legal entity,Co Ltd,,China
Guangzhou Junhui New Energy,7573.5,0.0,0.0,0.0,0.0,E100000124013,legal entity,Co Ltd,,
Guangzhou Municipal People's Government,0.0,490.15078000093496,0.0,0.0,0.0,E100000125931,state,,,
Guangzhou Municipal People's Government State-owned Assets Supervision and Administration Commission,3214.8,0.0,0.0,0.0,0.0,E100000125771,state body,,,
Guangzhou Nansha Assets Operation,22400.0,0.0,0.0,0.0,0.0,E100000000198,legal entity,Co Ltd,,China
Guangzhou Nansha Economic and Technological Development Zone Weixin Industrial,13800.0,0.0,0.0,0.0,0.0,E100000000199,legal entity,Co Ltd,,China
Guangzhou Oriental Electric Power,0.0,64000.0,0.0,0.0,0.0,E100000121772,legal entity,Co Ltd,,China
Guangzhou Paper Group,0.0,490.05,0.0,0.0,0.0,E100000121766,legal entity,Co Ltd,,China
Guangzhou Pearl River Natural Gas Power Generation,45144.0,0.0,0.0,0.0,0.0,E100000003145,legal entity,Co Ltd,,
Guangzhou Pingyun Capital Management,0.0,0.10078000093497125,0.0,0.0,0.0,E100000125358,legal entity,Co Ltd,,China
Guangzhou Radio Group,0.0,0.10078000093497125,0.0,0.0,0.0,E100000125399,legal entity,Co Ltd,,China
Guangzhou Radio and Television Pingyun Industrial Investment,0.0,0.10078000093497125,0.0,0.0,0.0,E100000125381,legal entity,Co Ltd,,China
Guangzhou Sanxin Holding Group,73140.0,8610.0,0.0,0.0,0.0,E100000000200,legal entity,Co Ltd,,China
Guangzhou Sanxin Industrial,0.0,8610.0,0.0,0.0,0.0,E100000123359,legal entity,Co Ltd,,China
Guangzhou Sunrise Electronics Development,66315.624,0.0,0.0,0.0,0.0,E100000123864,legal entity,Co Ltd,,China
Guangzhou University City Huadian New Energy,3214.8,0.0,0.0,0.0,0.0,E100000003146,legal entity,Co Ltd,,
Guangzhou University Energy Source Development,3214.8,0.0,0.0,0.0,0.0,E100000123878,legal entity,Co Ltd,,China
Guangzhou Urban Construction Investment Group,3214.8,0.0,0.0,0.0,0.0,E100000000201,legal entity,Co Ltd,,China
Guangzhou Yixin Investment,7573.5,0.0,0.0,0.0,0.0,E100000124014,legal entity,Co Ltd,,
Guangzhou Yonghe Construction & Development,19375.199999999997,0.0,0.0,0.0,0.0,E100000123355,legal entity,Co Ltd,,China
Guangzhou Yuanheng Enterprise Management,2815.2,0.0,0.0,0.0,0.0,E100000000202,legal entity,Co Ltd,,China
Guangzhou Yuanheng Group,2815.2,0.0,0.0,0.0,0.0,E100000123264,legal entity,Co Ltd,,China
Guangzhou Yuanheng Transportation,2815.2,0.0,0.0,0.0,0.0,E100000000203,legal entity,Co Ltd,,China
Guangzhou Yuexiu Enterprise Group,0.0,490.05,0.0,0.0,0.0,E100000123888,legal entity,Co Ltd,,China
Guangzhou Yuexiu Group,0.0,490.05,0.0,0.0,0.0,E100000124635,legal entity,Co Ltd,,China
Guangzhou Zengcheng Industrial Investment Group,1623.06,0.0,0.0,0.0,0.0,E100000000204,legal entity,Co Ltd,,China
Guangzhou Zhongdian Lixin Thermal Power,0.0,33000.0,0.0,0.0,0.0,E100000121763,legal entity,Co Ltd,,China
Guanxu Investment,0.0,34139.00872800001,0.0,0.0,0.0,E100000126004,legal entity,,,
Guaranty Nominees,765.1418836600003,0.0,88.4889325866,0.0,0.0,E100001000615,legal entity,Ltd,False,United Kingdom
Guardian Investment HOLDINGS,0.0,0.0,0.0,0.0,11493.899947412161,E100000128949,legal entity,Co Ltd,,China
Guernsey Power Station,205500.0,0.0,0.0,0.0,0.0,E100000003147,legal entity,LLC,,
Gui Zhou Zhong Yi Xi Neng Technology Development,0.0,27747.719999999998,0.0,0.0,0.0,E100000124905,legal entity,Ltd,,
Guigang Helong Investment Partnership,172.0,0.0,0.0,0.0,6536.0,E100000123900,legal entity,LP,,China
Guigang Herun Investment Partnership,172.0,0.0,0.0,0.0,6536.0,E100000123901,legal entity,LP,,China
Guilin Pinggang Iron and Steel,0.0,0.0,0.0,0.0,78000.0,E100000126688,legal entity,Co Ltd,,China
Guilin Sanjin Pharmaceutical,8400.0,0.0,0.0,0.0,0.0,E100000000205,legal entity,Co Ltd,True,China
Guixi Power Generation,0.0,60.92991828,0.0,0.0,0.0,E100000122417,legal entity,Co Ltd,,China
Guiyang Changle Iron and Steel,0.0,0.0,0.0,0.0,1658.1675,E100000128163,legal entity,Co Ltd,,China
Guiyang Energy (Group),0.0,948.1499999999999,0.0,0.0,0.0,E100000121881,legal entity,Co Ltd,,China
Guiyang Guanshan Lake Zhongyi Energy Management,0.0,27747.719999999998,0.0,0.0,0.0,E100000125206,legal entity,Co Ltd,,China
Guiyang Jucong Technology Center,0.0,25194.470400000006,0.0,0.0,0.0,E100000124377,legal entity,LP,,China
Guizhou Dafang Power Generation,0.0,2090.34,0.0,0.0,0.0,E100000121865,legal entity,Co Ltd,,China
"Guizhou Financial Holding Group Co Ltd (Guizhou Guimin Investment Group Co., Ltd.)",0.0,41866.701640000014,0.0,0.0,0.0,E100000125641,legal entity,,,China
Guizhou Ganglian Industrial Group,0.0,0.0,0.0,0.0,132500.0,E100000127293,legal entity,Co Ltd,,China
"Guizhou Guixin Ruihe Venture Capital Management Co., Ltd.-Guizhou Green Industry Poverty Alleviation Investment Fund",0.0,879.3153599999999,0.0,0.0,0.0,E100000125880,legal entity,,,China
Guizhou Hexing Metal Products,0.0,0.0,0.0,0.0,1228.08,E100000126147,legal entity,Co Ltd,,China
Guizhou Hezong Boyuan Energy Technology,0.0,25194.470400000006,0.0,0.0,0.0,E100000124376,legal entity,Co Ltd,,China
Guizhou Huadian Bijie Thermal Power,0.0,1071.64764,0.0,0.0,0.0,E100000121863,legal entity,Co Ltd,,China
Guizhou Huadian Dalong Power Generation,0.0,2322.6,0.0,0.0,0.0,E100000121873,legal entity,Co Ltd,,China
Guizhou Huadian Tangzhai Power Generation,0.0,4180.68,0.0,0.0,0.0,E100000121904,legal entity,Co Ltd,,China
Guizhou Huadian Tongzi Power Generation,0.0,2963.6376,0.0,0.0,0.0,E100000121905,legal entity,Co Ltd,,China
Guizhou Industrial Investment (GROUP),0.0,40298.63164000001,0.0,0.0,0.0,E100000123646,legal entity,Co Ltd,,China
Guizhou Jianjiang Holding Group,0.0,6000.0,0.0,0.0,0.0,E100000124986,legal entity,Co Ltd,,China
Guizhou Jincheng Energy,0.0,4590.431219520001,0.0,0.0,0.0,E100000124235,legal entity,Co Ltd,,
Guizhou Jinshengan Investment Group,0.0,0.0,0.0,0.0,12281.5,E100000128172,legal entity,Co Ltd,,
Guizhou Jinyuan Chayuan Power Generation,0.0,134.44998138,0.0,0.0,0.0,E100000121879,legal entity,Co Ltd,,China
Guizhou Jinyuan Enterprise Management,0.0,3810.0,0.0,0.0,0.0,E100000124914,legal entity,Co Ltd,,
Guizhou Jinyuan Zhijin Pingyuan Clean Energy Power Generation,0.0,27747.719999999998,0.0,0.0,0.0,E100000121916,legal entity,Co Ltd,,
Guizhou Jinzhou Electric Power Group,0.0,33283.740000000005,0.0,0.0,0.0,E100000123367,legal entity,Co Ltd,,China
Guizhou Kaiyang Jingkai Industrial Investment Development,0.0,20000.0,0.0,0.0,0.0,E100000121882,legal entity,Co Ltd,,
Guizhou Mindong Economic and Trade,0.0,0.0,0.0,0.0,1228.08,E100000128158,legal entity,Co Ltd,,
Guizhou New Kinetic Energy Industry Development Fund Partnership,0.0,123.42815999999999,0.0,0.0,0.0,E100000124479,legal entity,LP,,China
Guizhou Panjiang Coal and Electricity Group,0.0,132000.0,0.0,0.0,0.0,E100000121885,legal entity,Co Ltd,,China
Guizhou Panjiang Investment Holding (Group),0.0,81283.70258035918,0.0,0.0,0.0,E100000123583,legal entity,Co Ltd,,China
Guizhou Panjiang Power Investment,0.0,7204.9264,0.0,0.0,0.0,E100000124229,legal entity,Co Ltd,,China
Guizhou Panjiang Refined Coal,0.0,33000.00000000001,0.0,0.0,0.0,E100000123615,legal entity,Co Ltd,True,China
Guizhou Provincial Department of Finance,0.0,41866.701640000014,0.0,0.0,0.0,E100000125741,state body,,,
Guizhou Provincial People's Government State-owned Assets Supervision and Administration Commission,0.0,256530.0678203592,0.0,0.0,42000.0,E100000125507,state body,,,
Guizhou Qiandong Power Generation,0.0,6000.0,0.0,0.0,0.0,E100000121894,legal entity,Co Ltd,,China
Guizhou Qiangui Power Generation,0.0,7204.9264,0.0,0.0,0.0,E100000121890,legal entity,Co Ltd,,China
Guizhou Qiansheng State-Owned Assets Management,0.0,112287.0678203592,0.0,0.0,42000.0,E100000124909,legal entity,Co Ltd,,China
Guizhou Qunfa Energy Investment,0.0,25194.470400000006,0.0,0.0,0.0,E100000124240,legal entity,Co Ltd,,China
Guizhou Shuicheng Energy Investment Power Generation,0.0,132000.0,0.0,0.0,0.0,E100000121899,legal entity,Co Ltd,,China
Guizhou Shuicheng Mining,0.0,12243.0,0.0,0.0,0.0,E100000123666,legal entity,Co Ltd,,China
Guizhou Shuikuang Holding Group,0.0,12243.0,0.0,0.0,0.0,E100000124908,legal entity,Co Ltd,,China
Guizhou United Steel (Group),0.0,0.0,0.0,0.0,1658.1675,E100000126286,legal entity,Co Ltd,,China
Guizhou West Electric Power,0.0,41193.469300359175,0.0,0.0,0.0,E100000121893,legal entity,Co Ltd,,China
Guizhou Wujiang Energy Group,0.0,40298.63164000001,0.0,0.0,0.0,E100000124904,legal entity,Co Ltd,,China
Guizhou Wujiang Hydropower Development,0.0,13197.705240000003,0.0,0.0,0.0,E100000123647,legal entity,Co Ltd,,China
Guizhou Xifeng Industrial Park Development Investment,0.0,15000.0,0.0,0.0,0.0,E100000121918,legal entity,Co Ltd,,China
Guizhou Xingyi Electric Power Development,0.0,18000.0,0.0,0.0,0.0,E100000121909,legal entity,Co Ltd,,China
Guizhou Xingyi Sunshine Asset Management Group,0.0,73582.37164,0.0,0.0,0.0,E100000124912,legal entity,Co Ltd,,China
Guizhou Xinkong Investment,0.0,3810.0,0.0,0.0,0.0,E100000124150,legal entity,Co Ltd,,China
Guizhou Xinsheng Coal Chemical,0.0,6243.0,0.0,0.0,0.0,E100000121908,legal entity,Co Ltd,,China
Guizhou Xishui Dingtai Energy Development,0.0,83397.6,0.0,0.0,0.0,E100000121911,legal entity,Co Ltd,,China
Guizhou Yaxi Power Generation,0.0,4590.431219520001,0.0,0.0,0.0,E100000121912,legal entity,Co Ltd,,China
Guizhou Yueqian Electric Power,0.0,49419.456000000006,0.0,0.0,0.0,E100000121891,legal entity,Co Ltd,,China
Guizhou Zhongshan Yemazhai Thermal Power,0.0,123.42815999999999,0.0,0.0,0.0,E100000121913,legal entity,Co Ltd,,China
Guizhou Zhongshui Energy,0.0,879.3153599999999,0.0,0.0,0.0,E100000123582,legal entity,Co Ltd,,China
Guizhou Zhongyi Jincaiqian Mining,0.0,27747.719999999998,0.0,0.0,0.0,E100000124233,legal entity,Co Ltd,,China
Guizhou Zhongzhi Energy,0.0,2090.34,0.0,0.0,0.0,E100000124906,legal entity,Co Ltd,,
Guizhou Zikuang Energy Development,0.0,18000.0,0.0,0.0,0.0,E100000124220,legal entity,Co Ltd,,China
Gujarat Alkalies & Chemicals,1328.17104,342.39887999999996,0.0,18.2067264,0.0,E100001011714,legal entity,Ltd,True,India
Gujarat Cement Works,190.40200000000002,0.0,0.0,0.0,0.0,E100000003148,legal entity,,,
Gujarat Industrial Investment,1328.17104,342.39887999999996,0.0,18.2067264,0.0,E100001016510,legal entity,Co Ltd,False,India
Gujarat Industries Power,1045.2009600000001,16.85808,0.0,18.2067264,0.0,E100001000668,legal entity,Co Ltd,True,India
Gujarat Mineral Development,1328.17104,2287.39888,0.0,173.80672640000003,0.0,E100001000669,legal entity,Co Ltd,True,India
Gujarat State Electricity,96800.0,594000.0,0.0,1500.0,0.0,E100000001914,legal entity,Corp Ltd,False,India
Gujarat State Energy Generation,50700.0,0.0,0.0,0.0,0.0,E100000003149,legal entity,Ltd,,
Gujarat State Fertilizers & Chemicals,1045.2009600000001,16.85808,0.0,18.2067264,0.0,E100000153079,legal entity,Ltd,True,India
Gujarat State Financial Services,26637.0,3529.5,0.0,0.0,0.0,E100001010854,legal entity,Ltd,False,India
Gujarat State Investments,1328.17104,342.39887999999996,0.0,18.2067264,0.0,E100001016509,legal entity,Ltd,False,
Gujarat State Petroleum,120900.0,0.0,0.0,0.0,0.0,E100000000516,legal entity,Corp Ltd,,India
Gujarat Urja Vikas Nigam,97845.20096,594016.85808,0.0,1518.2067264,0.0,E100000000517,legal entity,Ltd,False,India
Gujiao Riyue Thermal Power,0.0,125.0,0.0,0.0,0.0,E100000122895,legal entity,Co Ltd,,China
Gulf Cables & Electrical Industries Co,0.0,0.0,0.0,0.0,61.35803520000002,E100001016326,legal entity,KSC,True,Kuwait
Gulf Capital Holdings,78469.360311,0.0,0.0,0.0,0.0,E100001000380,legal entity,Ltd,False,Hong Kong
Gulf Energy,6400.0,0.0,0.0,0.0,0.0,E100000001999,legal entity,Ltd,False,Kenya
Gulf Energy Development,78469.360311,0.0,0.0,0.0,0.0,E100000001030,legal entity,PCL,True,Thailand
Gulf Investment,29681.370000000003,0.0,0.0,0.0,6729.3580352,E100000000675,legal entity,Corp,False,Kuwait
