census_tract,county,state,pct_black_african_amer,pct_amer_indian_alaska_native,pct_asian,pct_native_hawaii_pacific,pct_two_or_more_races,pct_white,pct_hispanic_latino,pct_other_races,pct_age_under_10,pct_age_10_to_64,pct_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,disadvantaged_without_neighbors,disadvantaged_with_neighbors_relaxed_low_inc_threshold,disadvantaged,total_population,adj_pct_indiv_below_200_fpl_percentile,adj_pct_indiv_below_200_fpl,is_low_income,expected_agri_loss_rate_nri,expected_building_loss_rate_nri,expected_population_loss_rate_nri,share_of_properties_fire_risk_in_30_years,energy_burden,housing_burden_pct,median_value_owner_occupied_housing_units,tract_covered_impervious_surface_cropland,percentile_tract_covered_impervious_surface_cropland,tract_min_35_acres,asthma_among_18plus_adults,diabetes_among_18plus_adults,heart_disease_among_18plus_adults,life_expectancy_years,unemployment_pct,pct_indiv_below_200_fpl,pct_indiv_below_100_fpl,merge_id_census_tract,developed_open_space_area21,developed_low_intensity_area22,developed_med_intensity_area23,developed_high_intensity_area24,developed_open_space_prop21,developed_low_intensity_prop22,developed_med_intensity_prop23,developed_high_intensity_prop24,merge_id_county,min_temp_celsius,max_temp_celsius,avg_temp_celsius,st_dev_temp_celsius,year_temp,avg_temp_fahren
06071004503,San Bernardino County,California,0.05,0.0,0.06,0.0,0.02,0.42,0.45,0.1,0.13,0.75,0.1,0,0.0,False,False,False,3718.0,0.13,0.04,False,1.4516,0.2052,0.0002,93.0,1.0,11.0,426200.0,1176.0,15.0,True,900.0,850.0,409.0,81.09,3.0,18.0,6.0,06071004503,2735100.0,1601100.0,729000.0,13500.0,0.219612660789131,0.128559040323746,0.058534470299176,0.001083971672207,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004504,San Bernardino County,California,0.16,0.0,0.05,0.0,0.05,0.2,0.53,0.06,0.12,0.8,0.06,0,0.0,False,False,False,8479.0,0.24,0.09,False,1.8103,0.0226,0.0001,99.0,2.0,20.0,356200.0,3092.0,39.0,True,950.0,770.0,320.0,79.8,6.0,21.0,10.0,06071004504,2082600.0,2495700.0,1243800.0,33300.0,0.303077930582842,0.363195808775377,0.181008513425016,0.004846103470858,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004505,San Bernardino County,California,0.16,0.01,0.0,0.0,0.09,0.19,0.56,0.08,0.17,0.75,0.07,4,4.0,True,False,True,4989.0,0.67,0.32,True,0.0929,0.0045,0.0001,100.0,2.0,34.0,245700.0,4444.0,59.0,True,1070.0,1140.0,570.0,73.2,7.0,44.0,18.0,06071004505,185400.0,968400.0,495000.0,8100.0,0.110278372591006,0.576017130620985,0.294432548179872,0.004817987152034,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004507,San Bernardino County,California,0.12,0.03,0.0,0.03,0.07,0.16,0.66,0.16,0.2,0.73,0.06,5,4.0,True,False,True,5498.0,0.85,0.47,True,0.0545,0.0075,0.0001,93.0,2.0,43.0,233000.0,3754.0,49.0,True,1130.0,1130.0,520.0,75.9,11.0,56.0,24.0,06071004507,403200.0,1008900.0,376200.0,2700.0,0.213434969032873,0.534063839923773,0.199142448785136,0.001429252024774,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004509,San Bernardino County,California,0.12,0.0,0.04,0.0,0.09,0.23,0.51,0.17,0.12,0.77,0.1,0,0.0,False,False,False,5251.0,0.52,0.23,False,0.132,0.005,0.0001,100.0,2.0,22.0,309600.0,4315.0,57.0,True,980.0,990.0,480.0,78.4,6.0,37.0,13.0,06071004509,322200.0,1003500.0,708300.0,24300.0,0.152275627392599,0.47426626967248,0.334751169715015,0.011484474691621,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004510,San Bernardino County,California,0.14,0.01,0.12,0.0,0.14,0.17,0.53,0.1,0.1,0.86,0.03,0,0.0,False,False,False,5422.0,0.02,0.0,False,1.2912,0.1052,0.0002,99.0,3.0,47.0,311200.0,2330.0,29.0,True,1100.0,610.0,240.0,77.7,16.0,53.0,28.0,06071004510,1319400.0,1058400.0,873900.0,19800.0,0.254160887656033,0.203883495145631,0.168342579750347,0.003814147018031,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004601,San Bernardino County,California,0.12,0.0,0.03,0.0,0.08,0.18,0.63,0.12,0.16,0.76,0.07,0,0.0,False,False,False,7261.0,0.54,0.25,False,0.0067,0.0027,0.0,91.0,2.0,27.0,288900.0,3278.0,42.0,True,1000.0,840.0,360.0,76.2,10.0,40.0,17.0,06071004601,820800.0,1315800.0,1099800.0,10800.0,0.212835472578763,0.341190198366394,0.285180863477246,0.002800466744457,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004603,San Bernardino County,California,0.16,0.0,0.02,0.0,0.07,0.31,0.51,0.1,0.15,0.75,0.09,4,3.0,True,False,True,5526.0,0.67,0.32,True,0.0137,0.0029,0.0,9.0,2.0,52.0,307400.0,2334.0,29.0,True,1019.0,1060.0,490.0,81.59,8.0,41.0,27.0,06071004603,1081800.0,1152900.0,681300.0,18900.0,0.253693541578725,0.270367243562685,0.159772055719713,0.00443224989447,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004604,San Bernardino County,California,0.1,0.0,0.0,0.0,0.04,0.11,0.75,0.21,0.2,0.71,0.08,5,4.0,True,False,True,5621.0,0.88,0.5,True,0.0,0.0004,0.0,0.0,2.0,31.0,231700.0,4865.0,65.0,True,1000.0,1210.0,580.0,75.09,10.0,57.0,22.0,06071004604,176400.0,1368900.0,859500.0,43200.0,0.072058823529412,0.559191176470588,0.351102941176471,0.017647058823529,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004700,San Bernardino County,California,0.05,0.01,0.0,0.0,0.03,0.05,0.88,0.3,0.17,0.7,0.11,6,3.0,True,True,True,5424.0,0.9,0.52,True,0.0002,0.0004,0.0,0.0,3.0,33.0,202000.0,5162.0,69.0,True,1040.0,1500.0,620.0,74.9,12.0,60.0,17.0,06071004700,127800.0,737100.0,1088100.0,37800.0,0.064021641118124,0.369251577998197,0.545085662759243,0.018935978358882,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004800,San Bernardino County,California,0.06,0.0,0.0,0.0,0.02,0.03,0.9,0.2,0.19,0.72,0.08,5,3.0,True,True,True,3263.0,0.95,0.62,True,0.0003,0.0005,0.0001,0.0,3.0,40.0,182500.0,5265.0,70.0,True,1040.0,1490.0,590.0,79.7,12.0,69.0,41.0,06071004800,22500.0,313200.0,514800.0,7200.0,0.026041666666667,0.3625,0.595833333333333,0.008333333333333,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071004900,San Bernardino County,California,0.06,0.0,0.01,0.01,0.0,0.06,0.85,0.23,0.2,0.7,0.08,6,4.0,True,True,True,7113.0,0.95,0.6,True,0.0242,0.005,0.0,0.0,3.0,49.0,175000.0,5956.0,79.0,True,1070.0,1440.0,590.0,75.4,10.0,69.0,37.0,06071004900,433800.0,1217700.0,2971800.0,194400.0,0.089143702607731,0.250231181801369,0.610689846495284,0.039948215276493,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005100,San Bernardino County,California,0.16,0.0,0.03,0.0,0.03,0.18,0.62,0.18,0.17,0.71,0.1,5,4.0,True,True,True,8442.0,0.65,0.31,True,2.4358,0.026,0.0002,39.0,2.0,30.0,272200.0,3352.0,43.0,True,1019.0,1160.0,610.0,78.2,13.0,45.0,21.0,06071005100,1028700.0,1924200.0,1229400.0,24300.0,0.204691977077364,0.382879656160458,0.244627507163324,0.004835243553009,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005200,San Bernardino County,California,0.09,0.0,0.04,0.0,0.09,0.17,0.63,0.18,0.15,0.78,0.06,3,3.0,True,True,True,4508.0,0.82,0.44,True,0.0037,0.0004,0.0001,0.0,2.0,35.0,255400.0,4008.0,52.0,True,1050.0,1200.0,600.0,78.5,9.0,51.0,17.0,06071005200,349200.0,1018800.0,531900.0,1800.0,0.176363636363636,0.514545454545455,0.268636363636364,0.000909090909091,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005300,San Bernardino County,California,0.12,0.0,0.01,0.0,0.01,0.14,0.72,0.32,0.17,0.71,0.1,6,4.0,True,True,True,5363.0,0.86,0.48,True,0.0007,0.0004,0.0,0.0,3.0,47.0,214800.0,4822.0,64.0,True,1090.0,1280.0,580.0,74.5,11.0,57.0,29.0,06071005300,112500.0,914400.0,683100.0,15300.0,0.064766839378238,0.526424870466321,0.393264248704663,0.00880829015544,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005400,San Bernardino County,California,0.12,0.0,0.04,0.0,0.05,0.11,0.66,0.25,0.16,0.74,0.08,5,4.0,True,True,True,6750.0,0.91,0.53,True,0.0002,0.0004,0.0,0.0,3.0,49.0,224800.0,5265.0,70.0,True,1130.0,1440.0,650.0,75.3,12.0,62.0,31.0,06071005400,86400.0,787500.0,892800.0,37800.0,0.047761194029851,0.435323383084577,0.493532338308458,0.02089552238806,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005500,San Bernardino County,California,0.12,0.0,0.01,0.0,0.02,0.09,0.74,0.19,0.21,0.73,0.04,8,5.0,True,True,True,9180.0,0.98,0.72,True,0.0,0.0004,0.0,0.0,4.0,57.0,210500.0,5413.0,72.0,True,1250.0,1510.0,620.0,73.0,10.0,80.0,40.0,06071005500,50400.0,695700.0,985500.0,30600.0,0.028600612870276,0.394790602655771,0.559244126659857,0.017364657814096,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005600,San Bernardino County,California,0.15,0.0,0.01,0.0,0.02,0.12,0.69,0.17,0.19,0.74,0.05,8,5.0,True,True,True,6727.0,0.96,0.63,True,0.0,0.0004,0.0,0.0,3.0,57.0,179800.0,5586.0,74.0,True,1180.0,1480.0,600.0,73.5,7.0,70.0,45.0,06071005600,66600.0,598500.0,1143000.0,24300.0,0.036345776031434,0.326620825147348,0.6237721021611,0.013261296660118,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005701,San Bernardino County,California,0.16,0.0,0.11,0.0,0.0,0.09,0.62,0.23,0.09,0.52,0.37,10,5.0,True,True,True,1580.0,0.98,0.69,True,0.0026,0.0011,0.0001,0.0,5.0,39.0,114600.0,6189.0,81.0,True,1130.0,2320.0,1240.0,72.8,5.0,74.0,41.0,06071005701,417600.0,599400.0,2164500.0,260100.0,0.119772844605059,0.171915332989158,0.620805369127517,0.074599896747548,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071005800,San Bernardino County,California,0.16,0.0,0.07,0.0,0.02,0.08,0.65,0.26,0.2,0.7,0.08,8,5.0,True,True,True,4013.0,0.98,0.69,True,0.0472,0.0038,0.0001,0.0,3.0,50.0,188300.0,5073.0,67.0,True,1250.0,1420.0,590.0,75.3,11.0,77.0,42.0,06071005800,201600.0,452700.0,897300.0,36900.0,0.120819848975189,0.271305285868393,0.537756202804746,0.022114347357066,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006100,San Bernardino County,California,0.12,0.01,0.03,0.0,0.01,0.21,0.6,0.18,0.16,0.74,0.09,2,2.0,True,False,True,9735.0,0.65,0.31,True,1.1201,0.0044,0.0,99.0,2.0,35.0,254200.0,3739.0,48.0,True,1019.0,1110.0,570.0,79.09,7.0,40.0,16.0,06071006100,1089000.0,1943100.0,1161900.0,4500.0,0.246586509068677,0.439983696759731,0.263093539841043,0.001018952516813,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006201,San Bernardino County,California,0.02,0.0,0.0,0.0,0.09,0.17,0.77,0.22,0.19,0.73,0.07,3,3.0,True,True,True,4435.0,0.69,0.33,True,0.4766,0.0285,0.0002,1.0,2.0,35.0,260500.0,4280.0,56.0,True,1030.0,1190.0,590.0,76.5,9.0,44.0,18.0,06071006201,208800.0,790200.0,513000.0,4500.0,0.132344552196235,0.500855675984027,0.325156873930405,0.002852253280091,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006203,San Bernardino County,California,0.23,0.01,0.01,0.0,0.02,0.09,0.64,0.14,0.19,0.72,0.07,10,6.0,True,True,True,4995.0,0.92,0.55,True,0.0019,0.0085,0.0001,97.0,3.0,56.0,233200.0,4870.0,65.0,True,1200.0,1280.0,600.0,72.59,11.0,63.0,37.0,06071006203,202500.0,420300.0,615600.0,25200.0,0.156576200417537,0.324982602644398,0.475991649269311,0.019485038274182,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006204,San Bernardino County,California,0.36,0.02,0.02,0.0,0.13,0.08,0.5,0.09,0.18,0.73,0.07,8,5.0,True,True,True,4277.0,0.9,0.53,True,0.0009,0.0039,0.0001,30.0,3.0,54.0,306400.0,5708.0,76.0,True,1190.0,1270.0,570.0,68.8,11.0,59.0,32.0,06071006204,84600.0,282600.0,686700.0,57600.0,0.07478122513922,0.249801113762928,0.607000795544948,0.050914876690533,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006301,San Bernardino County,California,0.14,0.0,0.0,0.0,0.01,0.2,0.64,0.23,0.08,0.77,0.14,5,4.0,True,True,True,5721.0,0.82,0.43,True,0.0295,0.0039,0.0001,0.0,3.0,51.0,197700.0,4768.0,63.0,True,1040.0,1530.0,819.0,69.7,5.0,57.0,27.0,06071006301,401400.0,998100.0,1081800.0,79200.0,0.152270399453738,0.378627517924206,0.410378968931376,0.03004438374872,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006302,San Bernardino County,California,0.05,0.0,0.06,0.0,0.08,0.11,0.78,0.23,0.19,0.74,0.06,4,4.0,True,True,True,10389.0,0.94,0.6,True,0.0002,0.0157,0.0001,0.0,3.0,47.0,242500.0,4583.0,61.0,True,1060.0,1290.0,580.0,76.9,7.0,67.0,25.0,06071006302,189000.0,1438200.0,947700.0,14400.0,0.072866065232477,0.554476058292852,0.365371269951423,0.005551700208189,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006401,San Bernardino County,California,0.18,0.0,0.01,0.0,0.04,0.03,0.8,0.26,0.22,0.72,0.05,6,5.0,True,True,True,2778.0,0.91,0.54,True,0.0119,0.0095,0.0001,16.0,3.0,31.0,63200.0,4497.0,59.0,True,1110.0,1270.0,500.0,72.4,9.0,57.0,33.0,06071006401,442800.0,422100.0,738900.0,185400.0,0.218861209964413,0.208629893238434,0.365213523131673,0.091637010676157,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006402,San Bernardino County,California,0.06,0.0,0.04,0.0,0.03,0.14,0.7,0.23,0.2,0.73,0.06,6,5.0,True,True,True,4813.0,0.9,0.53,True,0.045,0.0243,0.0002,0.0,3.0,46.0,216200.0,4012.0,52.0,True,1140.0,1210.0,490.0,74.8,9.0,62.0,33.0,06071006402,362700.0,703800.0,531900.0,52200.0,0.183934276586034,0.356914650844363,0.269739844819717,0.026471930625285,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006500,San Bernardino County,California,0.11,0.0,0.04,0.0,0.03,0.11,0.7,0.19,0.18,0.75,0.05,7,4.0,True,False,True,8416.0,0.97,0.66,True,0.0312,0.0112,0.0,14.0,4.0,62.0,184900.0,4427.0,58.0,True,1130.0,1330.0,580.0,75.3,12.0,72.0,48.0,06071006500,1080900.0,1186200.0,1164600.0,209700.0,0.27445155393053,0.301188299817185,0.295703839122486,0.053244972577697,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006601,San Bernardino County,California,0.02,0.05,0.0,0.0,0.01,0.18,0.74,0.3,0.14,0.77,0.08,0,0.0,False,False,False,4477.0,0.62,0.29,False,0.001,0.0045,0.0001,0.0,0.0,35.0,253600.0,4502.0,59.0,True,940.0,1190.0,509.0,77.09,3.0,40.0,12.0,06071006601,306000.0,828000.0,888300.0,23400.0,0.147826086956522,0.4,0.429130434782609,0.011304347826087,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006603,San Bernardino County,California,0.0,0.0,0.01,0.0,0.01,0.16,0.81,0.28,0.12,0.72,0.14,0,0.0,False,False,False,6248.0,0.6,0.28,False,0.0018,0.0004,0.0,0.0,0.0,26.0,270800.0,4875.0,65.0,True,930.0,1230.0,520.0,79.5,9.0,36.0,11.0,06071006603,137700.0,676800.0,972900.0,9900.0,0.075184275184275,0.36953316953317,0.531203931203931,0.005405405405405,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006604,San Bernardino County,California,0.14,0.01,0.02,0.0,0.04,0.14,0.66,0.17,0.15,0.66,0.17,2,2.0,True,False,True,3383.0,0.67,0.32,True,0.0,0.0007,0.0001,0.0,3.0,42.0,274900.0,5378.0,71.0,True,900.0,1180.0,459.0,,5.0,44.0,19.0,06071006604,37800.0,317700.0,603900.0,19800.0,0.038602941176471,0.324448529411765,0.616727941176471,0.020220588235294,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071006700,San Bernardino County,California,0.02,0.01,0.0,0.0,0.01,0.12,0.85,0.36,0.16,0.73,0.09,3,3.0,True,False,True,4391.0,0.82,0.44,True,0.0,0.0021,0.0001,0.0,3.0,37.0,220800.0,6074.0,80.0,True,919.0,1210.0,470.0,74.5,4.0,52.0,10.0,06071006700,57600.0,442800.0,1318500.0,81900.0,0.03030303030303,0.232954545454545,0.693655303030303,0.043087121212121,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007000,San Bernardino County,California,0.04,0.0,0.04,0.0,0.02,0.14,0.76,0.21,0.15,0.76,0.07,4,4.0,True,True,True,7368.0,0.8,0.42,True,0.0003,0.0011,0.0,0.0,3.0,43.0,209400.0,5663.0,75.0,True,950.0,1200.0,470.0,75.8,2.0,49.0,20.0,06071007000,100800.0,510300.0,1632600.0,27000.0,0.044286279161724,0.224199288256228,0.717279557137208,0.011862396204033,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007104,San Bernardino County,California,0.05,0.0,0.08,0.0,0.03,0.38,0.45,0.18,0.09,0.7,0.2,0,0.0,False,False,False,3913.0,0.02,0.0,False,0.0094,0.0715,0.0001,100.0,1.0,15.0,350400.0,2469.0,31.0,True,850.0,900.0,470.0,81.5,2.0,10.0,5.0,06071007104,777600.0,1264500.0,747900.0,6300.0,0.180112570356473,0.292891390452366,0.173233270794246,0.001459245361684,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007105,San Bernardino County,California,0.05,0.0,0.12,0.0,0.04,0.31,0.48,0.08,0.17,0.7,0.12,2,1.0,True,False,True,3168.0,0.37,0.16,False,0.6247,0.2313,0.0005,100.0,2.0,28.0,326200.0,1413.0,18.0,True,880.0,830.0,390.0,81.4,13.0,25.0,7.0,06071007105,564300.0,570600.0,287100.0,1800.0,0.159867414584396,0.161652218255992,0.081336053034166,0.00050994390617,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007106,San Bernardino County,California,0.05,0.0,0.1,0.0,0.08,0.34,0.47,0.11,0.11,0.73,0.14,0,0.0,False,False,False,3825.0,0.27,0.11,False,0.005,0.0004,0.0001,99.0,2.0,16.0,303900.0,4457.0,59.0,True,919.0,910.0,459.0,80.09,8.0,22.0,10.0,06071007106,481500.0,1157400.0,1024200.0,46800.0,0.17109050207867,0.411256795650783,0.363927086664535,0.016629357211385,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007107,San Bernardino County,California,0.17,0.0,0.02,0.0,0.03,0.19,0.6,0.19,0.15,0.78,0.05,8,6.0,True,False,True,3714.0,0.88,0.5,True,0.6196,0.0117,0.0001,95.0,3.0,51.0,105600.0,4480.0,59.0,True,1130.0,1040.0,470.0,71.5,7.0,56.0,24.0,06071007107,537300.0,614700.0,1017900.0,123300.0,0.216933139534884,0.248183139534884,0.410973837209302,0.049781976744186,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007108,San Bernardino County,California,0.16,0.01,0.06,0.0,0.06,0.22,0.51,0.19,0.13,0.81,0.04,0,0.0,False,False,False,2191.0,0.53,0.24,False,0.6148,0.048,0.0004,84.0,2.0,40.0,186100.0,4003.0,52.0,True,960.0,640.0,240.0,,2.0,39.0,10.0,06071007108,439200.0,383400.0,1164600.0,333000.0,0.149235474006116,0.130275229357798,0.395718654434251,0.113149847094801,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007109,San Bernardino County,California,0.07,0.0,0.11,0.0,0.04,0.42,0.35,0.09,0.15,0.72,0.12,0,0.0,False,False,False,6611.0,0.52,0.23,False,0.0011,0.0015,0.0,100.0,2.0,37.0,318300.0,4499.0,59.0,True,940.0,790.0,380.0,79.8,4.0,33.0,6.0,06071007109,417600.0,1093500.0,1007100.0,23400.0,0.158904109589041,0.416095890410959,0.383219178082192,0.008904109589041,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007110,San Bernardino County,California,0.08,0.0,0.21,0.0,0.07,0.23,0.38,0.11,0.13,0.75,0.11,0,0.0,False,False,False,5084.0,0.27,0.11,False,0.0808,0.0061,0.0001,99.0,2.0,18.0,290600.0,5680.0,75.0,True,830.0,900.0,360.0,79.0,9.0,25.0,8.0,06071007110,148500.0,671400.0,1505700.0,126000.0,0.059825960841189,0.270485859318347,0.606598984771574,0.050761421319797,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007200,San Bernardino County,California,0.08,0.0,0.22,0.0,0.05,0.13,0.52,0.05,0.14,0.71,0.13,5,4.0,True,False,True,5964.0,0.83,0.45,True,1.1042,0.0148,0.0,16.0,3.0,34.0,241100.0,4816.0,64.0,True,930.0,1320.0,600.0,76.5,8.0,55.0,22.0,06071007200,1885500.0,2489400.0,3132900.0,854100.0,0.200344266998183,0.264511810270632,0.332887061298652,0.090752605909917,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007302,San Bernardino County,California,0.09,0.0,0.33,0.03,0.01,0.35,0.17,0.03,0.05,0.67,0.26,0,0.0,False,False,False,9458.0,0.15,0.05,False,0.0297,0.1065,0.0,98.0,1.0,16.0,441600.0,1276.0,16.0,True,790.0,950.0,500.0,81.2,6.0,18.0,10.0,06071007302,2656800.0,3270600.0,1889100.0,21600.0,0.089884903477255,0.110650995676268,0.063912063820717,0.000730771572986,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007303,San Bernardino County,California,0.1,0.0,0.2,0.0,0.05,0.25,0.42,0.07,0.12,0.78,0.08,1,1.0,True,False,True,5039.0,0.5,0.22,False,0.0062,0.0024,0.0,100.0,3.0,40.0,295800.0,4833.0,64.0,True,990.0,830.0,409.0,76.3,5.0,51.0,29.0,06071007303,522000.0,697500.0,1202400.0,129600.0,0.193979933110368,0.259197324414716,0.446822742474916,0.048160535117057,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007305,San Bernardino County,California,0.06,0.0,0.19,0.0,0.06,0.24,0.44,0.05,0.12,0.71,0.15,4,4.0,True,False,True,4909.0,0.79,0.41,True,0.0026,0.0049,0.0001,67.0,2.0,46.0,273000.0,4589.0,61.0,True,969.0,1130.0,520.0,80.2,6.0,51.0,19.0,06071007305,301500.0,614700.0,628200.0,9900.0,0.187255449972051,0.381777529346003,0.390162101732812,0.006148686416993,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007306,San Bernardino County,California,0.17,0.0,0.2,0.0,0.05,0.3,0.29,0.05,0.13,0.69,0.16,0,0.0,False,False,False,6070.0,0.58,0.27,False,0.0118,0.0147,0.0001,82.0,2.0,22.0,290700.0,5721.0,76.0,True,869.0,880.0,470.0,77.0,3.0,40.0,18.0,06071007306,522000.0,814500.0,999000.0,58500.0,0.157224179994578,0.245323936026023,0.300894551368935,0.017619951206289,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007403,San Bernardino County,California,0.15,0.0,0.03,0.0,0.08,0.18,0.6,0.21,0.18,0.71,0.1,3,2.0,True,False,True,8102.0,0.78,0.39,True,0.631,0.0062,0.0,99.0,2.0,34.0,297200.0,4296.0,56.0,True,1000.0,1090.0,560.0,79.09,6.0,50.0,14.0,06071007403,557100.0,1321200.0,1611000.0,61200.0,0.14197247706422,0.336697247706422,0.410550458715596,0.015596330275229,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007404,San Bernardino County,California,0.09,0.03,0.02,0.0,0.02,0.39,0.47,0.08,0.14,0.63,0.21,0,0.0,False,False,False,4644.0,0.38,0.16,False,0.0103,0.0401,0.0,100.0,2.0,19.0,331600.0,3236.0,41.0,True,969.0,1200.0,690.0,78.4,10.0,25.0,12.0,06071007404,827100.0,1256400.0,946800.0,57600.0,0.205915303607439,0.312794084696393,0.235715886175218,0.014340129957428,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007407,San Bernardino County,California,0.21,0.0,0.02,0.0,0.02,0.11,0.64,0.15,0.21,0.72,0.06,3,3.0,True,True,True,2939.0,0.83,0.44,True,0.0061,0.0004,0.0001,27.0,3.0,51.0,266300.0,4815.0,64.0,True,1130.0,1050.0,430.0,77.3,7.0,52.0,25.0,06071007407,223200.0,423000.0,525600.0,26100.0,0.171983356449376,0.325936199722608,0.40499306518724,0.020110957004161,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007408,San Bernardino County,California,0.12,0.01,0.03,0.13,0.02,0.16,0.55,0.15,0.24,0.7,0.05,4,3.0,True,True,True,4796.0,0.94,0.59,True,0.0197,0.0088,0.0001,0.0,2.0,41.0,86900.0,4065.0,53.0,True,1100.0,1160.0,500.0,74.7,13.0,69.0,26.0,06071007408,343800.0,342000.0,519300.0,20700.0,0.264542936288089,0.263157894736842,0.399584487534626,0.015927977839335,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
06071007409,San Bernardino County,California,0.1,0.0,0.05,0.0,0.03,0.15,0.66,0.27,0.2,0.69,0.1,1,1.0,True,False,True,6979.0,0.7,0.34,True,0.0012,0.0004,0.0,47.0,2.0,36.0,264600.0,4490.0,59.0,True,1019.0,1130.0,540.0,74.7,6.0,40.0,10.0,06071007409,263700.0,1109700.0,884700.0,7200.0,0.115490737091052,0.486007094994088,0.387465510445408,0.003153330705558,06071,7.2037501335144,25.9270839691162,20.1026068923024,2.65073147874883,2014,68.18469240614432
